Plant_Position,Location,Treatment,Gall_Number,Gall_Letter,Point_Height_mm,Contents,Notes,Broken_Gall,Person
164,tree,bag,1,a,10.15,pupa,didnt find larva in 2 of cases,0,MB
164,tree,bag,1,b,9.15,pupa,didnt find larva in 2 of cases,0,MB
164,tree,bag,1,b,9.15,pupa,,0,MB
164,tree,bag,2,a,10.25,brown mush,,0,MB
164,tree,bag,3,a,8.88,pupa,,0,MB
164,tree,bag,4,a,6.55,platy,,0,MB
164,tree,bag,4,b,6.55,platy,,0,MB
164,tree,bag,5,a,7.50,pupa,,0,MB
486,tree,bag,6,a,11.35,pupa,,0,MB
486,tree,bag,6,b,11.35,pupa,,0,MB
486,tree,bag,6,c,9.30,pupa,,0,MB
486,tree,bag,7,a,8.35,pupa,,0,CJGG
486,tree,bag,8,a,8.60,platy,,0,CJGG
486,tree,bag,8,b,8.75,platy,,0,CJGG
486,tree,bag,8,c,8.60,none none,white ball found,0,CJGG
486,tree,bag,9,a,6.45,platy,,0,CJGG
486,tree,bag,9,b,6.60,brown mush,,0,CJGG
486,tree,bag,9,c,6.45,platy,,0,CJGG
486,tree,bag,10,a,4.30,platy,,0,CJGG
486,tree,bag,10,b,6.20,platy,,0,CJGG
486,tree,bag,10,c,3.75,none none,,0,CJGG
486,tree,bag,11,a,3.85,platy,,0,CJGG
486,tree,bag,11,b,3.45,platy,,0,CJGG
486,tree,bag,12,a,5.25,platy,,0,CJGG
486,tree,bag,12,b,5.85,pupa,empty casing,0,CJGG
318,ground,nomark,13,a,6.60,pupa,,0,CJGG
318,ground,nomark,13,b,7.15,pupa,,0,CJGG
413,tree,nobag,14,a,11.45,brown mush,,0,CJGG
413,tree,nobag,14,b,11.10,hairy larva,,0,CJGG
413,tree,nobag,15,a,11.00,hairy larva,,0,CJGG
413,tree,nobag,15,b,11.60,none none,,0,CJGG
413,tree,nobag,15,c,8.95,unklarva,,0,CJGG
413,tree,nobag,16,a,8.60,hairy larva,,0,CJGG
413,tree,nobag,16,b,8.50,none none,,0,CJGG
413,tree,nobag,17,a,8.35,platy,Unsure which gall chamber platy was in,0,CJGG
413,tree,nobag,17,b,10.15,pupa,Unsure which gall chamber cocoon was in,0,CJGG
413,tree,nobag,18,a,8.80,none none,,0,CJGG
413,tree,nobag,19,a,8.05,hairy larva,,0,CJGG
413,tree,nobag,20,a,7.60,unknown,,0,CJGG
413,tree,nobag,20,b,9.55,unknown,,0,CJGG
413,tree,nobag,21,a,10.90,pupa,,0,CJGG
413,tree,nobag,21,b,12.85,pupa,,0,CJGG
413,tree,nobag,21,c,10.90,platy,Likely platy but lost before absolute identification,0,CJGG
413,tree,nobag,22,a,6.85,none none,egg possibly in chamber,0,CJGG
618,tree,nomark,23,a,11.85,pupa,,0,MB
618,tree,nomark,23,b,11.50,pupa,,0,MB
618,tree,nomark,23,c,11.50,pupa,,0,MB
618,tree,nomark,24,a,6.80,pupa,,0,MB
618,tree,nomark,25,a,6.85,none none,possible exoskeleton,0,MB
618,tree,nomark,25,b,7.35,platy,empty casing,0,MB
618,tree,nomark,25,c,6.80,none none,possible exoskeleton,0,MB
618,tree,nomark,26,a,8.30,pupa,,0,MB
618,tree,nomark,26,b,6.15,pupa,,0,MB
618,tree,nomark,26,c,6.15,pupa,,0,MB
618,tree,nomark,26,d,7.10,pupa,,0,MB
618,tree,nomark,26,e,7.70,pupa,,0,MB
618,tree,nomark,26,f,7.50,pupa,,0,MB
618,tree,nomark,26,g,7.50,pupa,,0,MB
618,tree,nomark,26,h,7.50,platy,,0,MB
154,tree,mark,27,a,9.00,none?,,0,MB
154,tree,mark,27,b,9.00,none?,,0,MB
154,tree,mark,28,a,7.30,platy,,0,MB
154,tree,mark,28,b,7.60,platy,,0,MB
154,tree,mark,28,c,6.45,platy,,0,MB
154,tree,mark,29,a,3.70,none?,,0,MB
154,tree,mark,29,b,2.60,none?,,0,MB
154,tree,mark,29,c,4.10,none?,,0,MB
154,tree,mark,29,d,4.10,none?,,0,MB
154,tree,mark,unk,unk,,tory female,,0,MB
154,tree,mark,unk,unk,,eulo us,,0,MB
154,tree,mark,unk,unk,,meso male,,0,MB
283,tree,bag,30,a,10.20,exit-none-meso female,,0,CJGG
283,tree,bag,30,b,9.60,platy,,0,CJGG
283,tree,bag,31,a,7.95,platy,,0,CJGG
283,tree,bag,31,b,8.60,platy,,0,CJGG
283,tree,bag,31,c,6.25,platy,,0,CJGG
283,tree,bag,32,a,6.10,pupa,,0,CJGG
283,tree,bag,32,b,6.90,pupa,,0,CJGG
6,ground,bag,33,a,8.55,hairy larva,,0,CJGG
6,ground,bag,33,b,8.85,vlg larva,,0,CJGG
6,ground,bag,33,c,9.50,none none,,0,CJGG
6,ground,bag,33,d,8.25,none none,,0,CJGG
6,ground,bag,34,a,8.65,pupa,,0,CJGG
6,ground,bag,34,b,7.15,pupa,,0,CJGG
6,ground,bag,35,a,9.30,pupa,,0,CJGG
6,ground,bag,35,b,10.10,pupa,,0,CJGG
6,ground,bag,36,a,8.50,vlg larva,,0,CJGG
6,ground,bag,36,b,8.45,vlg larva,,0,CJGG
6,ground,bag,36,c,8.45,pupa,,0,CJGG
6,ground,bag,37,a,8.00,pupa,,0,CJGG
30,tree,mark,38,a,9.40,vlg larva,,0,CJGG
30,tree,mark,39,a,5.45,none none,,0,CJGG
30,tree,mark,39,b,10.60,vlg larva,,0,CJGG
30,tree,mark,40,a,10.15,pupa,,0,CJGG
30,tree,mark,40,b,8.20,pupa,,0,CJGG
30,tree,mark,40,c,10.15,pupa,,0,CJGG
30,tree,mark,41,a,8.45,brown mush,,0,CJGG
30,tree,mark,42,a,7.60,none none,,0,CJGG
30,tree,mark,43,a,8.00,pupa,,0,CJGG
30,tree,mark,43,b,8.50,pupa,,0,CJGG
30,tree,mark,44,a,10.45,pupa,,0,CJGG
30,tree,mark,44,b,10.35,none none,,0,CJGG
30,tree,mark,44,c,8.90,pupa,,0,CJGG
30,tree,mark,44,d,8.55,none none,,0,CJGG
30,tree,mark,44,e,10.45,pupa,,0,CJGG
30,tree,mark,45,a,6.20,vlg larva,,0,CJGG
30,tree,mark,45,b,7.45,vlg larva,,0,CJGG
30,tree,mark,45,c,7.50,vlg larva,,0,CJGG
30,tree,mark,46,a,9.65,platy,,0,CJGG
30,tree,mark,46,b,9.75,platy,,0,CJGG
30,tree,mark,46,c,9.10,platy,,0,CJGG
30,tree,mark,46,d,9.10,platy,,0,CJGG
30,tree,mark,46,e,8.60,none none,,0,CJGG
30,tree,mark,46,f,9.65,platy,,0,CJGG
30,tree,mark,46,g,9.65,platy,,0,CJGG
30,tree,mark,47,a,5.85,ptoid partial,,0,CJGG
30,tree,mark,48,a,9.65,pupa,,0,CJGG
30,tree,mark,48,b,9.65,pupa,,0,CJGG
30,tree,mark,48,c,7.10,platy,,0,CJGG
30,tree,mark,48,d,6.55,brown mush,,0,CJGG
30,tree,mark,48,e,5.35,ptoid partial,,0,CJGG
30,tree,mark,48,f,5.55,platy,,0,CJGG
30,tree,mark,49,a,3.60,none none,,0,CJGG
30,tree,mark,50,a,5.65,pupa,,0,CJGG
82,tree,nobag,51,a,7.60,ptoid partial,,0,AS
82,tree,nobag,51,b,8.30,ptoid partial,,0,AS
82,tree,nobag,52,a,11.00,pupa,,0,AS
82,tree,nobag,52,b,11.00,pupa,,0,AS
82,tree,nobag,53,a,8.10,ptoid partial,,0,AS
82,tree,nobag,54,a,7.65,none none,,0,AS
82,tree,nobag,55,a,10.50,pupa,,0,AS
82,tree,nobag,55,b,9.40,pupa,,0,AS
82,tree,nobag,56,a,7.75,exit?-none-ecto,,0,AS
82,tree,nobag,57,a,6.10,brown mush,,0,AS
82,tree,nobag,58,a,8.05,pupa,,0,AS
82,tree,nobag,58,b,9.70,pupa,,0,AS
82,tree,nobag,59,a,9.30,vlg larva,,0,AS
82,tree,nobag,59,b,7.35,none none,,0,AS
82,tree,nobag,60,a,9.15,pupa,,0,AS
82,tree,nobag,61,a,6.20,pupa,,0,AS
82,tree,nobag,62,a,7.90,none none,,0,AS
136,tree,mark,63,a,9.00,none none,,0,AS
136,tree,mark,64,a,9.10,unklarva,,0,AS
136,tree,mark,65,a,11.35,pupa,,0,AS
136,tree,mark,65,b,10.55,pupa,,0,AS
136,tree,mark,66,a,9.60,pupa,,0,AS
136,tree,mark,66,b,9.50,platy,,0,AS
136,tree,mark,66,c,9.50,platy,,0,AS
136,tree,mark,66,d,9.50,ptoid partial,,0,AS
136,tree,mark,67,a,9.70,vlg larva,,0,AS
136,tree,mark,67,a,9.70,vlg larva,,0,AS
136,tree,mark,68,a,11.30,pupa,,0,AS
280,tree,nomark,69,a,8.30,pupa,,0,AS
280,tree,nomark,69,b,8.85,pupa,,0,AS
280,tree,nomark,69,c,9.56,pupa,,0,AS
280,tree,nomark,70,a,5.25,none none,,0,AS
280,tree,nomark,70,b,5.25,none none,,0,AS
280,tree,nomark,71,a,9.00,pupa,,0,AS
280,tree,nomark,71,b,8.20,pupa,,0,AS
280,tree,nomark,71,c,7.90,none none,,0,AS
280,tree,nomark,72,a,9.60,ptoid partial,,0,AS
280,tree,nomark,72,b,7.05,pupa,,0,AS
280,tree,nomark,72,c,8.30,platy,,0,AS
280,tree,nomark,72,d,7.08,pupa,,0,AS
280,tree,nomark,72,e,6.76,platy,,0,AS
280,tree,nomark,72,f,7.10,platy,,0,AS
280,tree,nomark,72,f,7.10,platy,,0,AS
280,tree,nomark,72,g,7.10,platy,,0,AS
280,tree,nomark,72,h,7.10,hairy larva,,0,AS
280,tree,nomark,72,i,7.10,hairy larva,,0,AS
280,tree,nomark,73,a,5.70,none none,,0,AS
280,tree,nomark,74,a,12.70,pupa,,0,AS
280,tree,nomark,74,b,12.70,pupa,,0,AS
280,tree,nomark,74,c,12.70,hairy larva,,0,AS
280,tree,nomark,75,a,10.05,platy,,0,AS
280,tree,nomark,75,b,9.00,platy,,0,AS
280,tree,nomark,75,c,9.00,platy,,0,AS
280,tree,nomark,76,a,10.75,platy,,0,AS
280,tree,nomark,76,b,12.95,platy,,0,AS
280,tree,nomark,76,c,12.95,pupa,,0,AS
280,tree,nomark,76,d,11.60,pupa,,0,AS
280,tree,nomark,77,a,8.90,ptoid partial,,0,AS
280,tree,nomark,78,a,5.05,platy,,0,AS
280,tree,nomark,79,a,7.95,hairy larva,,0,AS
188,tree,bag,80,a,10.25,pupa,,0,AS
188,tree,bag,80,b,6.60,platy,,0,AS
188,tree,bag,81,a,9.15,none none,,0,AS
188,tree,bag,82,a,7.40,pupa,,0,AS
188,tree,bag,83,a,10.25,pupa,,0,AS
188,tree,bag,84,a,8.30,none none,,0,AS
184,ground,bag,85,a,7.60,none none,,0,CJGG
184,ground,bag,85,b,8.40,pupa,,0,CJGG
184,ground,bag,85,c,6.20,none none,,0,CJGG
184,ground,bag,85,d,4.00,pupa,,1,CJGG
184,ground,bag,85,d,4.00,pupa,,1,CJGG
184,ground,bag,85,e,5.10,platy,,1,CJGG
184,ground,bag,85,f,5.15,pupa,,1,CJGG
184,ground,bag,85,f,5.15,platy,,1,CJGG
184,ground,bag,85,g,5.25,platy,,1,CJGG
184,ground,bag,85,h,5.70,platy,,1,CJGG
184,ground,bag,85,i,5.70,pupa,,1,CJGG
184,ground,bag,86,a,6.70,platy,,0,CJGG
184,ground,bag,86,b,7.45,platy,,0,CJGG
184,ground,bag,86,c,6.70,none none,,0,CJGG
184,ground,bag,87,a,6.60,platy,,0,CJGG
184,ground,bag,87,b,8.45,none none,,0,CJGG
184,ground,bag,87,c,8.05,platy,,0,CJGG
184,ground,bag,87,d,7.20,platy,,0,CJGG
184,ground,bag,87,e,8.05,platy,,0,CJGG
184,ground,bag,88,a,5.75,pupa,,0,CJGG
184,ground,bag,88,b,5.50,platy,,0,CJGG
184,ground,bag,89,a,5.85,pupa,,0,CJGG
184,ground,bag,89,b,7.80,pupa,,0,CJGG
184,ground,bag,90,a,6.65,pupa,,0,CJGG
184,ground,bag,91,a,5.45,platy,,0,CJGG
184,ground,bag,91,b,5.30,platy,,0,CJGG
184,ground,bag,91,c,6.50,pupa,,0,CJGG
184,ground,bag,91,d,6.50,pupa,,0,CJGG
184,ground,bag,91,d,6.50,pupa,,0,CJGG
184,ground,bag,91,e,5.70,pupa,,0,CJGG
184,ground,bag,91,e,5.70,pupa,,0,CJGG
184,ground,bag,91,e,5.70,pupa,,0,CJGG
184,ground,bag,91,f,6.20,pupa,,0,CJGG
184,ground,bag,91,g,5.30,pupa,,0,CJGG
184,ground,bag,91,h,6.50,pupa,,0,CJGG
184,ground,bag,91,i,6.50,pupa,,0,CJGG
184,ground,bag,91,j,6.50,pupa,,0,CJGG
184,ground,bag,91,k,6.50,platy,,0,CJGG
184,ground,bag,91,l,5.70,pupa,,0,CJGG
184,ground,bag,92,a,7.55,pupa,,0,CJGG
184,ground,bag,92,b,7.55,pupa,,0,CJGG
184,ground,bag,92,c,8.10,pupa,,0,CJGG
184,ground,bag,93,a,4.40,platy,,0,CJGG
184,ground,bag,93,b,4.20,pupa,,0,CJGG
184,ground,bag,93,c,5.80,platy,,0,CJGG
184,ground,bag,93,d,5.80,pupa,,0,CJGG
184,ground,bag,93,e,5.80,pupa,,0,CJGG
301,tree,nobag,94,a,8.40,none none,,0,AS
301,tree,nobag,95,a,6.25,platy,,0,AS
301,tree,nobag,95,b,9.05,platy,,0,AS
301,tree,nobag,95,c,9.05,platy,,0,AS
301,tree,nobag,95,d,6.20,pupa,,0,AS
301,tree,nobag,96,a,5.00,pupa,,0,AS
301,tree,nobag,97,a,2.75,none none,,0,AS
301,tree,nobag,98,a,2.70,brown mush,,0,AS
301,tree,nobag,98,b,2.70,brown mush,,0,AS
301,tree,nobag,99,a,6.95,platy,,0,AS
301,tree,nobag,99,b,5.90,platy,,0,AS
301,tree,nobag,100,a,6.85,platy,,0,AS
301,tree,nobag,100,b,4.35,none none,,0,AS
301,tree,nobag,101,a,9.10,pupa,,0,AS
301,tree,nobag,101,b,9.10,pupa,,0,AS
301,tree,nobag,101,c,9.10,pupa,,0,AS
301,tree,nobag,101,d,8.25,pupa,,0,AS
301,tree,nobag,101,e,8.25,pupa,,0,AS
301,tree,nobag,102,a,7.95,brown mush,,0,AS
301,tree,nobag,102,b,7.95,brown mush,,0,AS
301,tree,nobag,103,a,3.60,none none,,0,AS
25,tree,nomark,unk,unk,,tory female,,0,AS
25,tree,nomark,unk,unk,,tory female,,0,AS
25,tree,nomark,unk,unk,,meso female,,0,AS
25,tree,nomark,unk,unk,,paraunk,,0,AS
25,tree,nomark,104,a,8.20,none none,,0,AS
25,tree,nomark,105,a,7.00,exit-none-ecto,,0,AS
25,tree,nomark,105,b,7.00,exit-none-ecto,,0,AS
25,tree,nomark,105,c,7.00,pupa,,0,AS
25,tree,nomark,106,a,9.45,exit-none-ecto,,0,AS
25,tree,nomark,106,b,9.45,none none,,0,AS
25,tree,nomark,106,c,9.00,none none,,0,AS
25,tree,nomark,107,a,8.10,platy,,0,AS
25,tree,nomark,107,b,7.50,pupa,,0,AS
25,tree,nomark,108,a,6.65,none none,,0,AS
25,tree,nomark,108,b,5.05,none none,,0,AS
25,tree,nomark,108,c,5.45,none none,,0,AS
25,tree,nomark,109,a,7.20,exit-none-ecto,,0,AS
25,tree,nomark,109,b,5.50,none none,,0,AS
25,tree,nomark,109,c,6.65,pupa,,0,AS
25,tree,nomark,110,a,6.20,platy,,0,AS
25,tree,nomark,110,b,5.60,platy,,0,AS
25,tree,nomark,unk,unk,,paraunk,may be platy,0,AS
390,tree,nomark,111,a,8.75,pupa,,0,AS
390,tree,nomark,112,a,6.60,platy,,0,AS
390,tree,nomark,113,a,6.40,pupa,,0,AS
390,tree,nomark,114,a,8.55,pupa,,0,AS
390,tree,nomark,114,b,8.55,pupa,,0,AS
390,tree,nomark,114,c,8.55,pupa,,0,AS
390,tree,nomark,114,d,8.55,pupa,,0,AS
390,tree,nomark,114,e,8.55,pupa,,0,AS
390,tree,nomark,114,f,8.55,pupa,,0,AS
390,tree,nomark,114,g,8.55,pupa,,0,AS
390,tree,nomark,114,h,8.55,pupa,,0,AS
390,tree,nomark,114,i,8.55,pupa,,0,AS
390,tree,nomark,114,j,8.55,pupa,,0,AS
390,tree,nomark,114,k,8.55,pupa,,0,AS
390,tree,nomark,5000,a,8.10,pupa,,0,AS
390,tree,nomark,5000,b,8.10,pupa,,0,AS
390,tree,nomark,5001,a,6.90,pupa,,0,AS
390,tree,nomark,5001,b,5.80,platy,,0,AS
390,tree,nomark,5002,a,4.60,none none,,0,AS
390,tree,nomark,5002,b,4.60,none none,,0,AS
435,tree,bag,115,a,6.45,platy,,0,AS
435,tree,bag,115,b,6.60,platy,,0,AS
435,tree,bag,115,c,6.60,platy,,0,AS
165,tree,nobag,116,a,7.80,none none,,0,AS
165,tree,nobag,116,b,9.15,ptoid partial,,0,AS
165,tree,nobag,116,c,9.15,ptoid partial,,0,AS
165,tree,nobag,116,d,9.15,pupa,,0,AS
165,tree,nobag,117,a,8.30,pupa,,0,AS
165,tree,nobag,117,b,8.30,pupa,,0,AS
165,tree,nobag,117,c,8.30,ptoid partial,,0,AS
165,tree,nobag,118,a,12.40,pupa,,0,AS
165,tree,nobag,118,b,13.50,pupa,,0,AS
165,tree,nobag,118,c,12.40,pupa,,0,AS
165,tree,nobag,120,a,8.80,pupa,,0,AS
165,tree,nobag,120,b,8.80,pupa,,0,AS
165,tree,nobag,121,a,7.65,meso us,,0,AS
165,tree,nobag,121,b,7.65,platy,,0,AS
165,tree,nobag,122,a,7.55,none none,,0,AS
165,tree,nobag,123,a,8.80,ptoid partial,,0,AS
165,tree,nobag,124,a,10.45,ptoid partial,,0,AS
165,tree,nobag,124,b,9.00,platy,,0,AS
165,tree,nobag,124,c,9.10,pupa,,0,AS
165,tree,nobag,124,d,9.10,platy,,0,AS
165,tree,nobag,124,e,8.90,platy,,0,AS
165,tree,nobag,124,f,8.90,ptoid partial,,0,AS
165,tree,nobag,124,g,8.75,ptoid partial,,0,AS
61,tree,bag,125,a,9.30,pupa,,0,AS
61,tree,bag,125,b,9.30,platy,,0,AS
61,tree,bag,126,a,8.15,exit-none-tory male,,0,AS
61,tree,bag,126,b,8.15,platy,,0,AS
61,tree,bag,127,a,6.15,platy,,0,AS
61,tree,bag,127,b,6.15,platy,,0,AS
61,tree,bag,128,a,10.55,pupa,,0,AS
61,tree,bag,128,b,8.00,none none,,0,AS
94,tree,bag,129,a,7.95,pupa,,0,AS
94,tree,bag,130,a,8.20,platy,,0,AS
94,tree,bag,131,a,12.30,platy,,0,AS
94,tree,bag,131,b,11.50,platy,,0,AS
433,tree,nomark,132,a,6.90,platy,,0,AS
433,tree,nomark,132,b,7.50,platy,,0,AS
433,tree,nomark,133,a,7.95,platy,,0,AS
433,tree,nomark,134,a,8.45,platy,,0,AS
433,tree,nomark,134,b,7.55,platy,,0,AS
433,tree,nomark,135,a,4.45,meso us,,0,AS
433,tree,nomark,135,b,4.45,platy,,0,AS
433,tree,nomark,135,c,7.80,pupa,,0,AS
433,tree,nomark,135,d,7.60,pupa,,0,AS
433,tree,nomark,136,a,6.60,paraunk,,0,AS
433,tree,nomark,137,b,5.50,none none,,0,AS
433,tree,nomark,137,c,5.50,none none,,0,AS
433,tree,nomark,138,a,7.90,none none,,0,AS
433,tree,nomark,138,b,7.90,platy,,0,AS
433,tree,nomark,139,a,7.95,platy,,0,AS
433,tree,nomark,140,a,13.60,paraunk,,0,AS
433,tree,nomark,140,b,9.70,platy,,0,AS
433,tree,nomark,141,a,8.40,none none,,0,AS
120L,tree,mark,142,a,8.65,none none,,0,AS
305,tree,nobag,143,a,4.45,none none,,0,AS
305,tree,nobag,144,a,7.25,platy,,0,AS
305,tree,nobag,144,b,7.25,platy,,0,AS
305,tree,nobag,144,c,7.25,pupa,,0,AS
305,tree,nobag,145,a,7.80,platy,,0,AS
305,tree,nobag,145,b,9.15,paraunk,,0,AS
305,tree,nobag,145,c,7.80,platy,,0,AS
305,tree,nobag,146,a,10.05,platy,,0,AS
305,tree,nobag,146,b,10.05,platy,,0,AS
305,tree,nobag,146,c,10.05,platy,,0,AS
305,tree,nobag,146,c,10.05,platy,,0,AS
305,tree,nobag,147,a,9.05,pupa,,0,AS
305,tree,nobag,148,a,8.20,brown mush,,0,AS
305,tree,nobag,149,a,5.75,none none,,0,AS
305,tree,nobag,150,a,5.50,brown mush,,0,AS
305,tree,nobag,151,a,6.60,platy,,0,AS
221,tree,bag,152,a,8.45,brown mush,,0,AS
221,tree,bag,152,b,8.45,platy,,0,AS
221,tree,bag,152,c,8.45,platy,,0,AS
221,tree,bag,153,a,8.50,ptoid partial,,0,AS
221,tree,bag,153,b,8.60,brown mush,,0,AS
221,tree,bag,153,c,8.60,brown mush,,0,AS
221,tree,bag,154,a,10.05,platy,,0,AS
221,tree,bag,154,b,10.05,platy,,0,AS
221,tree,bag,155,a,9.00,platy,,0,AS
221,tree,bag,156,a,10.10,platy,,0,AS
221,tree,bag,156,b,10.90,ptoid partial,,0,AS
221,tree,bag,156,c,10.10,platy,,0,AS
221,tree,bag,156,d,10.10,platy,,0,AS
221,tree,bag,156,e,10.10,pupa,,0,AS
221,tree,bag,156,f,10.10,platy,,0,AS
221,tree,bag,156,g,11.25,exit-none-tory female,,0,AS
554,tree,mark,157,a,5.30,platy,,0,CJGG
554,tree,mark,158,a,6.85,exit-none-ecto,,0,CJGG
554,tree,mark,159,a,8.20,none none,,0,CJGG
554,tree,mark,159,b,8.10,none none,,0,CJGG
554,tree,mark,160,a,6.95,exit-none-ecto,,0,CJGG
554,tree,mark,161,a,9.15,none none,,0,CJGG
554,tree,mark,161,b,9.70,none none,,0,CJGG
554,tree,mark,161,c,9.15,none none,,0,CJGG
554,tree,mark,unk,unk,,tory female,,0,CJGG
554,tree,mark,unk,unk,,tory male,,0,CJGG
150,ground,bag,162,a,6.65,pupa,,0,CJGG
150,ground,bag,162,b,7.40,none none,,0,CJGG
150,ground,bag,162,c,2.40,none none,,0,CJGG
150,ground,bag,163,a,5.10,none none,,0,CJGG
150,ground,bag,163,b,5.75,none none,,0,CJGG
150,ground,bag,164,a,6.80,pupa,,0,CJGG
150,ground,bag,164,b,8.80,pupa,,0,CJGG
150,ground,bag,164,c,5.90,none none,,0,CJGG
150,ground,bag,165,a,6.25,platy,,0,CJGG
150,ground,bag,165,b,7.35,none none,,0,CJGG
150,ground,bag,165,c,5.45,none none,,0,CJGG
150,ground,bag,165,d,6.85,pupa,,0,CJGG
150,ground,bag,165,e,10.25,pupa,,0,CJGG
188,tree,nobag,166,a,11.10,brown mush,,0,CJGG
188,tree,nobag,166,b,11.35,none none,,0,CJGG
188,tree,nobag,166,c,10.50,none none,,0,CJGG
188,tree,nobag,166,d,11.10,none none,,0,CJGG
188,tree,nobag,167,a,13.90,pupa,,0,CJGG
188,tree,nobag,168,a,7.80,none none,,0,CJGG
188,tree,nobag,169,a,3.15,none none,,0,CJGG
188,tree,nobag,169,b,2.45,none none,,0,CJGG
188,tree,nobag,169,c,2.65,none none,,0,CJGG
188,tree,nobag,169,d,2.65,none none,,0,CJGG
188,tree,nobag,170,a,5.40,none none,,0,CJGG
188,tree,nobag,171,a,5.05,brown mush,,0,CJGG
188,tree,nobag,171,b,5.95,none none,,0,CJGG
188,tree,nobag,172,a,10.95,brown mush,,0,CJGG
188,tree,nobag,172,b,10.95,brown mush,,0,CJGG
188,tree,nobag,173,a,10.95,none none,,0,CJGG
188,tree,nobag,173,b,10.95,none none,,0,CJGG
193,tree,mark,174,a,6.45,exit-none-meso us,,0,CJGG
193,tree,mark,175,a,10.45,none none,,0,CJGG
193,tree,mark,175,b,11.00,pupa,,0,CJGG
193,tree,mark,175,c,11.15,platy,,0,CJGG
193,tree,mark,175,d,11.00,pupa,,0,CJGG
193,tree,mark,176,a,6.90,pupa,,0,CJGG
193,tree,mark,177,a,8.10,pupa,,0,CJGG
193,tree,mark,177,b,9.60,pupa,,0,CJGG
193,tree,mark,178,a,7.35,pupa,,0,CJGG
193,tree,mark,179,a,5.95,none none,,0,CJGG
193,tree,mark,179,b,8.50,platy,,0,CJGG
193,tree,mark,179,c,9.95,none none,,0,CJGG
193,tree,mark,180,a,6.70,none none,,0,CJGG
193,tree,mark,180,b,9.10,pupa,,0,CJGG
193,tree,mark,180,c,8.45,pupa,,0,CJGG
193,tree,mark,181,a,12.35,none none,,0,CJGG
193,tree,mark,181,b,11.95,pupa,,0,CJGG
193,tree,mark,181,c,11.30,platy,,0,CJGG
193,tree,mark,181,d,12.70,none none,,0,CJGG
193,tree,mark,181,e,11.95,pupa,,0,CJGG
637,ground,bag,182,a,9.65,pupa,,0,CJGG
637,ground,bag,182,b,12.10,exit-none-tory-female,,0,CJGG
637,ground,bag,182,c,12.20,pupa,,0,CJGG
637,ground,bag,182,d,9.85,none none,,0,CJGG
637,ground,bag,183,a,7.05,pupa,,0,CJGG
637,ground,bag,183,b,9.00,pupa,,0,CJGG
637,ground,bag,183,c,9.15,pupa,,0,CJGG
637,ground,bag,184,a,12.30,pupa,,0,CJGG
637,ground,bag,184,b,12.85,pupa,,0,CJGG
637,ground,bag,185,a,5.50,platy,,0,CJGG
637,ground,bag,185,b,6.10,pupa,,0,CJGG
637,ground,bag,186,a,10.15,pupa,,0,CJGG
637,ground,bag,186,b,10.90,pupa,,0,CJGG
637,ground,bag,186,c,12.00,pupa,,0,CJGG
637,ground,bag,186,d,10.55,pupa,,0,CJGG
637,ground,bag,186,e,12.00,pupa,,0,CJGG
637,ground,bag,187,a,12.70,pupa,,0,CJGG
637,ground,bag,187,b,13.30,pupa,,0,CJGG
637,ground,bag,187,c,12.70,pupa,,0,CJGG
637,ground,bag,187,d,10.85,pupa,,0,CJGG
637,ground,bag,187,e,10.10,pupa,,0,CJGG
637,ground,bag,187,f,10.35,pupa,,0,CJGG
637,ground,bag,187,g,13.30,pupa,,0,CJGG
637,ground,bag,188,a,7.10,pupa,,0,CJGG
637,ground,bag,189,a,13.35,pupa,,0,CJGG
637,ground,bag,189,b,13.35,pupa,,0,CJGG
637,ground,bag,189,c,13.65,pupa,,0,CJGG
637,ground,bag,189,d,12.35,pupa,,0,CJGG
637,ground,bag,189,e,12.35,pupa,,0,CJGG
637,ground,bag,190,a,7.60,pupa,,0,CJGG
637,ground,bag,190,b,6.10,pupa,,0,CJGG
482,tree,nobag,191,a,7.45,platy,,0,CJGG
482,tree,nobag,191,b,8.25,platy,,0,CJGG
482,tree,nobag,191,c,8.20,platy,,0,CJGG
482,tree,nobag,192,a,8.65,platy,,0,CJGG
482,tree,nobag,192,b,7.35,platy,,0,CJGG
482,tree,nobag,192,c,6.85,platy,,0,CJGG
482,tree,nobag,193,a,5.00,none none,,0,CJGG
482,tree,nobag,193,b,4.10,none none,,0,CJGG
482,tree,nobag,194,a,8.80,none none,,0,CJGG
482,tree,nobag,195,a,4.10,none none,,0,CJGG
482,tree,nobag,195,b,8.15,hairy larva,,0,CJGG
482,tree,nobag,195,c,6.20,none none,,0,CJGG
138,tree,nobag,196,a,8.20,pupa,,0,CJGG
138,tree,nobag,196,b,6.70,exit-none-ecto,,0,CJGG
138,tree,nobag,197,a,8.10,pupa,,0,CJGG
138,tree,nobag,197,b,13.90,pupa,,0,CJGG
138,tree,nobag,197,c,13.90,pupa,,0,CJGG
138,tree,nobag,198,a,8.00,unknown,,0,CJGG
138,tree,nobag,198,b,8.80,pupa,,0,CJGG
138,tree,nobag,198,c,9.30,exit-none-ecto,,0,CJGG
138,tree,nobag,198,d,8.65,meso female,"no legs,antennae, wings to confirm",0,CJGG
138,tree,nobag,198,e,8.80,platy,,0,CJGG
138,tree,nobag,199,a,9.90,none none,,0,CJGG
138,tree,nobag,199,b,10.60,brown mush,,0,CJGG
