Plant_Position,Location,Treatment,Gall_Number,Gall_Letter,Point_Height_mm,Contents,Notes,Broken_Gall,Person
487,ground,nomark,3198,b,8.00,pupa,,0,CJGG
487,ground,nomark,3198,b,8.00,pupa,,0,CJGG
487,ground,nomark,3198,c,8.91,none none,,0,CJGG
487,ground,nomark,3198,d,9.27,pupa,,0,CJGG
487,ground,nomark,3198,e,8.76,pupa,,0,CJGG
487,ground,nomark,3198,f,6.80,pupa,,0,CJGG
487,ground,nomark,3199,a,6.83,pupa,,0,CJGG
487,ground,nomark,3199,b,6.90,platy,,0,CJGG
487,ground,nomark,3199,c,6.07,platy,,0,CJGG
487,ground,nomark,3200,a,8.88,pupa,,0,CJGG
487,ground,nomark,3201,a,5.89,platy,,0,CJGG
487,ground,nomark,3201,b,7.12,platy,,0,CJGG
487,ground,nomark,3201,c,8.73,platy,,0,CJGG
487,ground,nomark,3201,d,8.08,platy,,0,CJGG
487,ground,nomark,3201,e,7.27,platy,,0,CJGG
487,ground,nomark,3201,f,6.51,platy,,0,CJGG
487,ground,nomark,3201,g,8.08,platy,,0,CJGG
564,ground,nomark,3202,a,5.18,exit-none-eulo female,,0,CJGG
94,tree,nobag,3203,a,6.95,pupa,,0,CJGG
94,tree,nobag,3204,a,9.26,vlg larva,,0,CJGG
94,tree,nobag,3204,b,9.14,platy,,0,CJGG
94,tree,nobag,3204,c,9.14,platy,,0,CJGG
94,tree,nobag,3205,a,7.93,brown mush,,0,CJGG
94,tree,nobag,3205,b,8.80,brown mush,,0,CJGG
94,tree,nobag,3205,c,9.83,brown mush,,0,CJGG
94,tree,nobag,3205,d,7.43,brown mush,,0,CJGG
94,tree,nobag,3205,e,8.80,brown mush,,0,CJGG
94,tree,nobag,3206,a,7.97,pupa,,0,CJGG
94,tree,nobag,3206,b,8.51,platy,,0,CJGG
94,tree,nobag,3206,c,8.07,pupa,,0,CJGG
94,tree,nobag,3207,a,7.08,brown mush,,0,CJGG
94,tree,nobag,3208,a,9.20,platy,,0,CJGG
94,tree,nobag,3208,b,11.66,platy,,0,CJGG
94,tree,nobag,3208,c,12.04,exit-none-no ecto,,1,CJGG
94,tree,nobag,3208,d,11.56,pupa,,0,CJGG
94,tree,nobag,3208,d,11.56,platy,,0,CJGG
94,tree,nobag,3209,a,7.69,pupa,,0,CJGG
94,tree,nobag,3210,a,10.23,platy,,0,CJGG
94,tree,nobag,3210,b,11.98,pupa,,0,CJGG
94,tree,nobag,3210,c,11.40,pupa,,0,CJGG
94,tree,nobag,3210,d,12.58,pupa,,0,CJGG
94,tree,nobag,3210,e,11.98,pupa,,0,CJGG
94,tree,nobag,3210,f,11.40,platy,,0,CJGG
548,ground,nomark,3211,a,5.53,brown mush,,0,CJGG
548,ground,nomark,3212,a,5.59,platy,,0,CJGG
548,ground,nomark,3212,b,5.93,ptoid partial,,0,CJGG
548,ground,nomark,3212,c,6.49,platy,,0,CJGG
548,ground,nomark,3213,a,6.62,none none,,0,CJGG
548,ground,nomark,3213,b,7.52,platy,,0,CJGG
548,ground,nomark,3213,b,7.52,platy,,0,CJGG
548,ground,nomark,3213,c,7.16,pupa,,0,CJGG
548,ground,nomark,3214,a,6.48,platy,,0,CJGG
548,ground,nomark,3214,b,6.08,brown mush,,0,CJGG
548,ground,nomark,3215,a,7.79,platy,,0,CJGG
548,ground,nomark,3215,b,5.77,none none,,0,CJGG
548,ground,nomark,3215,c,7.64,platy,,0,CJGG
548,ground,nomark,3215,d,5.87,none none,,0,CJGG
530,ground,bag,3216,a,11.11,pupa,,0,CJGG
530,ground,bag,3216,b,10.61,pupa,,0,CJGG
530,ground,bag,3217,a,9.11,pupa,,0,CJGG
530,ground,bag,3218,a,4.63,pupa,,0,CJGG
530,ground,bag,3219,a,9.24,pupa,,0,CJGG
530,ground,bag,3219,b,8.87,platy,,0,CJGG
530,ground,bag,3219,c,9.24,platy,,0,CJGG
530,ground,bag,3220,a,7.73,platy,,0,CJGG
530,ground,bag,3220,b,8.02,platy,,0,CJGG
530,ground,bag,3221,a,5.20,pupa,,0,CJGG
530,ground,bag,3221,b,7.52,pupa,,0,CJGG
530,ground,bag,3221,c,7.23,pupa,,0,CJGG
530,ground,bag,3221,d,7.75,pupa,,0,CJGG
530,ground,bag,3221,e,4.87,pupa,,0,CJGG
530,ground,bag,3222,a,7.84,pupa,,0,CJGG
530,ground,bag,3222,b,5.77,none none,,0,CJGG
530,ground,bag,3223,a,5.35,pupa,,0,CJGG
530,ground,bag,3224,a,7.80,exit-none-tory female,,0,CJGG
530,ground,bag,3225,a,10.84,pupa,,0,CJGG
530,ground,bag,3225,b,10.94,pupa,,0,CJGG
530,ground,bag,3225,c,11.14,exit-none-tory female,,0,CJGG
530,ground,bag,3225,d,8.31,hairy larva,,0,CJGG
530,ground,bag,3226,a,9.27,hairy larva,,0,CJGG
530,ground,bag,3226,b,10.00,pupa,,0,CJGG
530,ground,bag,3226,c,8.71,unklarva,,0,CJGG
530,ground,bag,3227,a,11.18,vlg larva,,0,CJGG
530,ground,bag,3227,b,9.88,exit-none-tory female,,0,CJGG
530,ground,bag,3227,c,8.84,pupa,,0,CJGG
530,ground,bag,3227,d,8.73,pupa,,0,CJGG
530,ground,bag,3227,e,7.29,pupa,,0,CJGG
36,tree,mark,3228,a,11.41,pupa,,0,CJGG
36,tree,mark,3228,b,12.60,pupa,,0,CJGG
36,tree,mark,3228,c,12.32,pupa,,0,CJGG
36,tree,mark,3229,a,5.67,brown mush,,0,CJGG
36,tree,mark,3230,a,5.04,pupa,,0,CJGG
36,tree,mark,3230,b,6.15,platy,,0,CJGG
36,tree,mark,3230,c,6.41,pupa,,0,CJGG
36,tree,mark,3231,a,7.94,brown mush,,0,CJGG
36,tree,mark,3232,a,5.81,pupa,,0,CJGG
36,tree,mark,3232,b,5.92,pupa,,0,CJGG
36,tree,mark,3232,c,6.51,pupa,,0,CJGG
36,tree,mark,3233,a,9.06,pupa,,0,CJGG
36,tree,mark,3233,b,8.87,none none,,0,CJGG
36,tree,mark,3234,a,3.26,none none,,0,CJGG
36,tree,mark,3235,a,4.91,platy,,0,CJGG
36,tree,mark,3236,a,5.52,platy,,0,CJGG
36,tree,mark,3237,a,6.46,exit?-none-ecto,,0,CJGG
36,tree,mark,3237,b,5.55,Lost,no gall structure found,0,CJGG
36,tree,mark,3238,a,5.09,none none,,0,CJGG
36,tree,mark,3238,b,7.72,none none,,0,CJGG
36,tree,mark,3239,a,3.79,exit?-none-ecto,,0,CJGG
36,tree,mark,3239,b,4.94,brown mush,,0,CJGG
36,tree,mark,3239,c,4.25,platy,,0,CJGG
36,tree,mark,3239,d,3.49,exit?-none-ecto,,0,CJGG
36,tree,mark,unk,unk,,paraunk,,0,CJGG
473,ground,bag,3240,a,4.62,pupa,,0,CJGG
473,ground,bag,3240,b,4.79,pupa,,0,CJGG
473,ground,bag,3241,a,10.22,pupa,,0,CJGG
473,ground,bag,3241,b,10.22,pupa,,0,CJGG
473,ground,bag,3241,c,9.48,pupa,,0,CJGG
473,ground,bag,3241,d,10.29,pupa,,0,CJGG
473,ground,bag,3241,e,10.41,pupa,,0,CJGG
473,ground,bag,3241,f,9.60,pupa,,0,CJGG
473,ground,bag,3241,g,9.48,pupa,,0,CJGG
473,ground,bag,3242,a,11.08,pupa,,0,CJGG
473,ground,bag,3242,b,11.52,pupa,,0,CJGG
473,ground,bag,3242,c,11.14,pupa,,0,CJGG
473,ground,bag,3243,a,7.56,platy,,0,CJGG
473,ground,bag,3243,b,7.41,platy,,0,CJGG
473,ground,bag,3243,c,6.84,none none,,0,CJGG
473,ground,bag,3244,a,8.99,pupa,,0,CJGG
473,ground,bag,3244,b,9.90,pupa,,0,CJGG
473,ground,bag,3244,c,9.41,pupa,,0,CJGG
473,ground,bag,3245,a,5.18,pupa,,0,CJGG
473,ground,bag,3245,b,4.20,pupa,,0,CJGG
473,ground,bag,3245,c,4.35,none none,,0,CJGG
473,ground,bag,3245,d,6.33,pupa,,0,CJGG
473,ground,bag,3245,e,6.33,none none,,0,CJGG
473,ground,bag,3246,a,5.73,pupa,,0,CJGG
473,ground,bag,3246,b,7.22,pupa,,0,CJGG
473,ground,bag,3246,c,7.22,pupa,,0,CJGG
473,ground,bag,3247,a,8.58,pupa,,0,CJGG
473,ground,bag,3247,b,9.75,pupa,,0,CJGG
473,ground,bag,3248,a,6.49,hairy larva,,0,CJGG
473,ground,bag,3248,b,5.96,pupa,,0,CJGG
473,ground,bag,3249,a,10.89,pupa,,0,CJGG
473,ground,bag,3249,a,10.89,pupa,,0,CJGG
473,ground,bag,3249,b,10.45,pupa,,0,CJGG
473,ground,bag,3249,c,10.45,pupa,,0,CJGG
473,ground,bag,3250,a,5.03,platy,,0,CJGG
473,ground,bag,3250,b,4.95,pupa,empty casing,0,CJGG
473,ground,bag,3250,c,5.63,pupa,,0,CJGG
473,ground,bag,3250,d,4.95,pupa,empty casing,0,CJGG
473,ground,bag,3251,a,3.95,pupa,,0,CJGG
473,ground,bag,3251,b,4.92,pupa,,0,CJGG
473,ground,bag,3252,a,3.10,pupa,,0,CJGG
473,ground,bag,3252,b,3.10,ptoid partial,,0,CJGG
564,tree,mark,3253,a,9.11,ptoid partial,,0,CJGG
564,tree,mark,3253,b,10.16,ptoid partial,,0,CJGG
564,tree,mark,3254,a,6.15,platy,,0,CJGG
564,tree,mark,3254,b,5.07,pupa,,0,CJGG
564,tree,mark,3255,a,5.41,pupa,,0,CJGG
564,tree,mark,3255,b,9.83,pupa,,0,CJGG
564,tree,mark,3255,c,9.87,pupa,,0,CJGG
564,tree,mark,3255,d,8.93,exit?-none-ecto,,0,CJGG
564,tree,mark,3255,e,9.83,pupa,,0,CJGG
564,tree,mark,3256,a,5.90,orange skin,,0,CJGG
564,tree,mark,3256,b,5.20,platy,,0,CJGG
564,tree,mark,3256,c,3.64,none none,,0,CJGG
564,tree,mark,3257,a,6.91,exit-none-ecto,,0,CJGG
564,tree,mark,unk,unk,,paraunk,,0,CJGG
564,tree,mark,unk,unk,,paraunk,,0,CJGG
390,tree,mark,3258,a,8.65,ptoid partial,,0,CJGG
390,tree,mark,3258,b,7.83,ptoid partial,,0,CJGG
390,tree,mark,3258,b,7.83,ptoid partial,,0,CJGG
390,tree,mark,3259,a,7.35,exit?-none-ecto,,0,CJGG
661,tree,nomark,3260,a,8.20,brown mush,,0,CJGG
661,tree,nomark,3261,a,9.85,pupa,,0,CJGG
661,tree,nomark,3262,a,12.18,pupa,,0,CJGG
661,tree,nomark,3262,b,11.75,pupa,,0,CJGG
661,tree,nomark,3262,c,12.42,pupa,,0,CJGG
661,tree,nomark,3263,a,11.34,orange skin,,0,CJGG
661,tree,nomark,3264,a,6.94,orange skin,,0,CJGG
661,tree,nomark,3265,a,8.01,none none,,0,CJGG
661,tree,nomark,3265,b,7.37,pupa,,0,CJGG
661,tree,nomark,3266,a,5.23,pupa,,0,CJGG
661,tree,nomark,3266,b,8.17,paraunk,,0,CJGG
661,tree,nomark,3266,c,8.17,none none,,0,CJGG
661,tree,nomark,3267,a,4.18,none none,,0,CJGG
661,tree,nomark,3267,b,5.22,exit?-none-ecto,,0,CJGG
661,tree,nomark,3268,a,7.80,meso female,,0,CJGG
661,tree,nomark,3268,a,7.80,platy,,0,CJGG
661,tree,nomark,3268,b,8.34,brown mush,,0,CJGG
661,tree,nomark,3268,c,7.93,none none,,0,CJGG
661,tree,nomark,3268,d,7.92,none none,,0,CJGG
661,tree,nomark,3268,e,8.22,none none,,0,CJGG
661,tree,nomark,3268,f,8.32,none none,,0,CJGG
661,tree,nomark,3268,g,7.76,none none,,0,CJGG
661,tree,nomark,5067,a,5.18,exit?-none-ecto,,0,CJGG
661,tree,nomark,5068,a,9.50,brown mush,,0,CJGG
661,tree,nomark,5068,b,8.89,exit-none-ecto,,0,CJGG
661,tree,nomark,5069,a,8.61,exit-none-ecto,,0,CJGG
661,tree,nomark,5069,b,9.16,pupa,,0,CJGG
661,tree,nomark,5069,c,9.17,pupa,,0,CJGG
661,tree,nomark,5069,d,9.20,platy,,0,CJGG
661,tree,nomark,5069,e,8.72,pupa,,0,CJGG
661,tree,nomark,5069,f,8.67,pupa,,0,CJGG
661,tree,nomark,5069,g,9.15,pupa,,0,CJGG
661,tree,nomark,5069,h,8.34,paraunk,Collected (661 3268h),0,CJGG
661,tree,nomark,5069,i,8.52,pupa,,0,CJGG
661,tree,nomark,5069,j,8.31,exit-none-ecto,,0,CJGG
661,tree,nomark,5069,k,9.16,none none,,0,CJGG
661,tree,nomark,5069,l,9.15,none none,,0,CJGG
661,tree,nomark,3269,a,10.53,exit-none-ecto,,0,CJGG
661,tree,nomark,3269,b,9.94,pupa,,0,CJGG
661,tree,nomark,unk,unk,,tory female,,0,CJGG
661,tree,nomark,unk,unk,,tory female,,0,CJGG
661,tree,nomark,unk,unk,,tory female,,0,CJGG
661,tree,nomark,unk,unk,,tory female,,0,CJGG
661,tree,nomark,unk,unk,,meso male,,0,CJGG
661,tree,nomark,unk,unk,,paraunk,,0,CJGG
661,tree,nomark,unk,unk,,paraunk,,0,CJGG
343,tree,bag,3270,a,8.96,platy,,0,CJGG
343,tree,bag,3270,b,9.11,pupa,,0,CJGG
343,tree,bag,3271,a,12.55,pupa,,0,CJGG
343,tree,bag,3271,b,10.66,pupa,,0,CJGG
343,tree,bag,3272,a,9.88,pupa,,0,CJGG
343,tree,bag,3272,b,10.05,platy,,0,CJGG
343,tree,bag,3272,c,7.94,brown mush,,0,CJGG
343,tree,bag,3272,d,10.01,pupa,,0,CJGG
343,tree,bag,3272,e,9.96,pupa,,0,CJGG
343,tree,bag,3272,f,9.88,platy,,0,CJGG
343,tree,bag,3273,a,3.41,none none,,0,CJGG
343,tree,bag,3273,b,4.58,pupa,,0,CJGG
343,tree,bag,3273,c,3.37,pupa,,0,CJGG
343,tree,bag,3274,a,7.89,pupa,,0,CJGG
343,tree,bag,3274,b,6.65,pupa,,0,CJGG
343,tree,bag,3274,c,6.81,pupa,,0,CJGG
343,tree,bag,3275,a,8.81,pupa,,0,CJGG
343,tree,bag,3276,a,9.69,pupa,,0,CJGG
343,tree,bag,3276,b,8.16,brown mush,,0,CJGG
343,tree,bag,3277,a,8.32,pupa,,0,CJGG
343,tree,bag,3277,b,4.93,platy,,0,CJGG
343,tree,bag,3277,c,8.32,platy,,0,CJGG
343,tree,bag,3278,a,8.20,pupa,,0,CJGG
343,tree,bag,3278,b,10.37,pupa,,0,CJGG
343,tree,bag,3279,a,6.55,pupa,,0,CJGG
343,tree,bag,3280,a,13.66,pupa,,0,CJGG
343,tree,bag,3280,a,13.66,pupa,,0,CJGG
343,tree,bag,3280,b,13.68,pupa,,0,CJGG
343,tree,bag,3280,b,13.68,pupa,,0,CJGG
343,tree,bag,3281,a,10.54,pupa,,0,CJGG
343,tree,bag,3281,a,10.54,platy,,0,CJGG
343,tree,bag,3282,a,7.94,platy,,0,CJGG
343,tree,bag,3282,b,9.57,pupa,,0,CJGG
343,tree,bag,3282,c,7.73,platy,,0,CJGG
294,tree,nomark,3283,a,8.33,platy,,0,CJGG
294,tree,nomark,3283,b,11.36,platy,,0,CJGG
294,tree,nomark,3283,b,11.36,platy,,0,CJGG
294,tree,nomark,3283,c,11.07,platy,,0,CJGG
294,tree,nomark,3284,a,7.30,unklarva,,0,CJGG
294,tree,nomark,3284,b,6.79,platy,,0,CJGG
294,tree,nomark,3285,a,11.27,platy,,0,CJGG
294,tree,nomark,3285,b,11.35,pupa,,0,CJGG
294,tree,nomark,3285,c,11.27,pupa,,0,CJGG
294,tree,nomark,3285,d,6.85,platy,,0,CJGG
294,tree,nomark,3285,e,7.16,platy,,0,CJGG
294,tree,nomark,3286,a,8.53,pupa,,0,CJGG
294,tree,nomark,3286,b,12.66,pupa,,0,CJGG
294,tree,nomark,3287,a,8.72,platy,,0,CJGG
294,tree,nomark,3287,b,10.02,platy,,0,CJGG
294,tree,nomark,3287,c,10.72,platy,,0,CJGG
294,tree,nomark,3287,d,10.82,platy,,0,CJGG
294,tree,nomark,3287,e,8.72,platy,,0,CJGG
294,tree,nomark,3288,a,8.26,exit?-none-ecto,,0,CJGG
294,tree,nomark,3288,b,8.70,platy,,0,CJGG
294,tree,nomark,3289,a,11.53,pupa,,0,CJGG
294,tree,nomark,3290,a,10.59,ptoid partial,,0,CJGG
294,tree,nomark,3290,b,8.26,ptoid partial,,0,CJGG
294,tree,nomark,3290,b,8.26,platy,,0,CJGG
294,tree,nomark,3291,a,8.68,pupa,,0,CJGG
294,tree,nomark,3291,b,9.67,platy,,0,CJGG
294,tree,nomark,3291,c,9.17,platy,,0,CJGG
294,tree,nomark,3291,d,9.67,pupa,,0,CJGG
294,tree,nomark,3292,a,9.57,platy,,0,CJGG
294,tree,nomark,3292,b,9.35,ptoid partial,,0,CJGG
294,tree,nomark,3292,c,9.16,platy,,0,CJGG
294,tree,nomark,3292,d,11.11,platy,,0,CJGG
294,tree,nomark,3292,e,10.08,ptoid partial,,0,CJGG
294,tree,nomark,3292,e,10.08,platy,,0,CJGG
294,tree,nomark,3293,a,5.72,ptoid partial,,0,CJGG
294,tree,nomark,3293,b,7.15,unklarva,,0,CJGG
294,tree,nomark,unk,unk,,meso male,,0,CJGG
386,tree,mark,3294,a,7.11,exit-none-ecto,,0,CJGG
386,tree,mark,3295,a,7.78,exit?-none-ecto,,1,CJGG
386,tree,mark,3295,b,10.76,pupa,,1,CJGG
386,tree,mark,3295,c,11.01,platy,,1,CJGG
386,tree,mark,3296,a,4.57,exit?-none-ecto,,0,CJGG
386,tree,mark,3296,b,4.72,pupa,empty casing,0,CJGG
386,tree,mark,3296,c,7.20,platy,,0,CJGG
386,tree,mark,3297,a,6.87,none none,,0,CJGG
386,tree,mark,3297,b,6.87,exit?-none-ecto,,0,CJGG
386,tree,mark,unk,unk,,meso male,,0,CJGG
628,ground,bag,3298,a,5.60,platy,,0,CJGG
628,ground,bag,3298,b,8.32,pupa,,0,CJGG
628,ground,bag,3299,a,5.67,platy,,0,CJGG
628,ground,bag,3299,b,5.71,platy,,0,CJGG
628,ground,bag,3299,c,5.34,platy,,0,CJGG
628,ground,bag,3299,d,5.49,platy,,0,CJGG
628,ground,bag,3300,a,8.69,pupa,,0,CJGG
628,ground,bag,3300,b,8.49,pupa,,0,CJGG
628,ground,bag,3301,a,7.18,platy,,0,CJGG
628,ground,bag,3301,b,8.04,platy,,0,CJGG
628,ground,bag,3301,c,8.07,platy,,0,CJGG
628,ground,bag,3301,d,7.18,platy,,0,CJGG
135,tree,nobag,3302,a,11.64,none none,,0,CJGG
135,tree,nobag,3302,b,10.99,none none,,0,CJGG
135,tree,nobag,3302,c,10.43,none none,,0,CJGG
135,tree,nobag,3302,d,10.10,orange skin,,0,CJGG
135,tree,nobag,3302,e,4.18,none none,,0,CJGG
135,tree,nobag,3302,f,10.99,brown mush,,0,CJGG
135,tree,nobag,3303,a,9.77,hairy larva,,0,CJGG
135,tree,nobag,3304,a,7.74,none none,,0,CJGG
135,tree,nobag,3304,b,8.99,none none,,0,CJGG
135,tree,nobag,3304,c,8.48,brown mush,,0,CJGG
135,tree,nobag,3304,d,7.74,none none,,0,CJGG
135,tree,nobag,3305,a,10.56,pupa,,0,CJGG
135,tree,nobag,3305,b,10.91,hairy larva,,0,CJGG
135,tree,nobag,3306,a,12.14,orange skin,,0,CJGG
135,tree,nobag,3306,b,12.22,hairy larva,,0,CJGG
135,tree,nobag,3306,c,11.46,pupa,,0,CJGG
135,tree,nobag,3307,a,6.26,brown mush,,0,CJGG
135,tree,nobag,3308,a,10.58,pupa,,0,CJGG
135,tree,nobag,3309,a,8.40,pupa,,0,CJGG
135,tree,nobag,3310,a,4.80,none none,,0,CJGG
135,tree,nobag,3310,b,6.04,ptoid partial,,0,CJGG
135,tree,nobag,3310,c,5.90,none none,,0,CJGG
135,tree,nobag,3310,d,6.12,ptoid partial,,0,CJGG
135,tree,nobag,3311,a,7.74,brown mush,,0,CJGG
135,tree,nobag,3311,b,9.71,pupa,,0,CJGG
135,tree,nobag,3311,c,7.94,none none,,0,CJGG
135,tree,nobag,3311,d,9.76,pupa,,0,CJGG
135,tree,nobag,3312,a,7.48,platy,,0,CJGG
135,tree,nobag,3312,b,7.24,hairy larva,,0,CJGG
135,tree,nobag,3312,c,7.48,unklarva,,0,CJGG
135,tree,nobag,3313,a,5.78,platy,,0,CJGG
135,tree,nobag,3314,a,7.44,platy,,0,CJGG
127,tree,mark,3315,a,7.25,pupa,,0,CJGG
127,tree,mark,3315,b,7.59,none none,,0,CJGG
127,tree,mark,3315,c,7.69,pupa,,0,CJGG
127,tree,mark,3315,d,8.22,pupa,,0,CJGG
127,tree,mark,3315,e,8.07,pupa,,0,CJGG
127,tree,mark,3315,f,8.20,pupa,,0,CJGG
127,tree,mark,3315,g,7.53,pupa,,0,CJGG
127,tree,mark,3316,a,8.60,ptoid partial,,0,CJGG
127,tree,mark,3316,b,8.28,platy,,0,CJGG
127,tree,mark,3317,a,7.56,pupa,,0,CJGG
127,tree,mark,3317,b,8.14,platy,,0,CJGG
127,tree,mark,3317,c,9.00,platy,,0,CJGG
127,tree,mark,3317,d,7.84,platy,,0,CJGG
127,tree,mark,3318,a,5.91,none none,,0,CJGG
127,tree,mark,3318,b,8.38,vlg larva,,0,CJGG
127,tree,mark,3318,c,7.86,pupa,,0,CJGG
127,tree,mark,3318,d,7.99,pupa,,0,CJGG
127,tree,mark,3318,e,7.42,pupa,,0,CJGG
127,tree,mark,3318,f,6.89,none none,,0,CJGG
127,tree,mark,3318,g,6.60,exit?-none-mymarid us,,0,CJGG
127,tree,mark,3318,h,7.99,pupa,,0,CJGG
127,tree,mark,3319,a,7.81,hairy larva,,0,CJGG
127,tree,mark,3319,b,6.15,pupa,,0,CJGG
127,tree,mark,3319,c,5.55,none none,,0,CJGG
127,tree,mark,3319,d,4.75,none none,,0,CJGG
127,tree,mark,3319,e,4.22,platy,,0,CJGG
127,tree,mark,3319,f,6.60,pupa,,0,CJGG
127,tree,mark,3319,g,5.94,pupa,,0,CJGG
127,tree,mark,3319,h,7.81,pupa,,0,CJGG
435,tree,nobag,3320,a,7.85,none none,,0,CJGG
435,tree,nobag,3320,b,12.66,hairy larva,,0,CJGG
435,tree,nobag,3321,a,4.99,ptoid partial,,0,CJGG
435,tree,nobag,3321,b,3.88,ptoid partial,,0,CJGG
435,tree,nobag,3322,a,8.37,platy,,0,CJGG
435,tree,nobag,3323,a,10.55,vlg larva,,0,CJGG
435,tree,nobag,3323,b,10.32,vlg larva,,0,CJGG
435,tree,nobag,3324,a,9.94,hairy larva,,0,CJGG
435,tree,nobag,3325,a,10.23,pupa,,0,CJGG
435,tree,nobag,3325,b,10.60,pupa,,0,CJGG
435,tree,nobag,3325,c,10.33,pupa,,0,CJGG
435,tree,nobag,3326,a,6.25,vlg larva,,0,CJGG
435,tree,nobag,3327,a,10.37,none none,,0,CJGG
435,tree,nobag,3327,b,10.15,none none,,0,CJGG
435,tree,nobag,3327,c,9.27,vlg larva,,0,CJGG
435,tree,nobag,3327,d,8.45,orange skin,,0,CJGG
435,tree,nobag,3327,e,7.70,vlg larva,,0,CJGG
435,tree,nobag,3328,a,7.94,pupa,,0,CJGG
435,tree,nobag,3329,a,4.29,ptoid partial,,0,CJGG
435,tree,nobag,3330,a,6.98,hairy larva,,0,CJGG
415,tree,nobag,3331,a,6.89,orange skin,,0,CJGG
415,tree,nobag,3331,b,6.54,none none,,0,CJGG
553,tree,bag,3332,a,6.03,platy,,0,CJGG
553,tree,bag,3332,b,7.86,exit-none-ecto,,0,CJGG
553,tree,bag,3333,a,7.37,platy,,0,CJGG
553,tree,bag,3333,b,7.89,platy,,0,CJGG
553,tree,bag,3334,a,7.61,none none,,0,CJGG
553,tree,bag,3334,b,7.89,platy,,0,CJGG
553,tree,bag,3335,a,9.40,pupa,,0,CJGG
553,tree,bag,3336,a,6.51,none none,,0,CJGG
553,tree,bag,3336,b,6.12,none none,,0,CJGG
553,tree,bag,3337,a,10.00,pupa,,0,CJGG
553,tree,bag,3337,b,13.40,pupa,,0,CJGG
553,tree,bag,3337,c,11.65,pupa,,0,CJGG
553,tree,bag,3338,a,6.42,platy,,0,CJGG
553,tree,bag,3338,b,8.38,pupa,,0,CJGG
553,tree,bag,3338,c,10.24,pupa,,0,CJGG
553,tree,bag,3339,a,6.45,platy,,0,CJGG
553,tree,bag,3339,b,7.45,pupa,,0,CJGG
553,tree,bag,3339,c,8.90,pupa,,0,CJGG
553,tree,bag,3339,d,10.34,pupa,,0,CJGG
218,tree,bag,3340,a,7.97,pupa,,0,CJGG
218,tree,bag,3340,b,8.85,pupa,,0,CJGG
218,tree,bag,3341,a,5.22,pupa,,0,CJGG
218,tree,bag,3341,b,6.34,pupa,,0,CJGG
218,tree,bag,3342,a,9.10,platy,,0,CJGG
218,tree,bag,3343,a,7.49,pupa,,0,CJGG
218,tree,bag,3344,a,4.58,platy,,0,CJGG
218,tree,bag,3344,b,4.43,platy,,0,CJGG
218,tree,bag,3345,a,6.35,platy,,0,CJGG
218,tree,bag,3346,a,6.05,pupa,,0,CJGG
631,ground,nomark,3347,a,8.24,platy,,0,CJGG
631,ground,nomark,3347,b,7.10,meso female,,0,CJGG
631,ground,nomark,3347,c,7.40,platy,,0,CJGG
631,ground,nomark,3348,a,6.89,exit?-none-ecto,,0,CJGG
631,ground,nomark,3348,b,7.60,exit?-none-ecto,,0,CJGG
631,ground,nomark,3349,a,10.19,pupa,,0,CJGG
631,ground,nomark,3349,b,11.77,pupa,,0,CJGG
631,ground,nomark,3349,b,11.77,pupa,,0,CJGG
631,ground,nomark,3349,c,11.46,pupa,,0,CJGG
631,ground,nomark,3349,d,11.24,pupa,,0,CJGG
631,ground,nomark,3350,a,7.80,pupa,,0,CJGG
631,ground,nomark,3350,b,9.36,exit-none-ecto,,0,CJGG
631,ground,nomark,3350,c,9.31,pupa,,0,CJGG
631,ground,nomark,3351,a,5.45,exit-none-ecto,,0,CJGG
631,ground,nomark,3351,b,10.91,pupa,,0,CJGG
631,ground,nomark,3351,b,10.91,pupa,,0,CJGG
631,ground,nomark,3351,c,10.57,pupa,,0,CJGG
631,ground,nomark,3351,d,9.46,platy,,0,CJGG
631,ground,nomark,3352,a,7.84,platy,,0,CJGG
631,ground,nomark,3352,b,7.99,pupa,,0,CJGG
631,ground,nomark,3352,c,7.75,platy,,0,CJGG
631,ground,nomark,3352,d,7.90,platy,,0,CJGG
631,ground,nomark,3352,e,8.39,platy,,0,CJGG
631,ground,nomark,3352,f,7.95,platy,,0,CJGG
631,ground,nomark,3352,g,8.23,pupa,,0,CJGG
631,ground,nomark,3352,h,8.23,exit?-none-ecto,,0,CJGG
631,ground,nomark,3352,i,7.35,exit?-none-ecto,,0,CJGG
631,ground,nomark,3352,j,7.75,platy,,0,CJGG
631,ground,nomark,3352,k,7.95,platy,,0,CJGG
631,ground,nomark,3352,l,8.71,platy,,0,CJGG
631,ground,nomark,3353,a,7.44,paraunk,,1,CJGG
631,ground,nomark,3353,b,6.84,vlg larva,,1,CJGG
631,ground,nomark,3353,c,5.43,paraunk,,1,CJGG
631,ground,nomark,unk,unk,,meso male,,0,CJGG
631,ground,nomark,unk,unk,,meso male,,0,CJGG
631,ground,nomark,unk,unk,,meso male,,0,CJGG
631,ground,nomark,unk,unk,,meso female,,0,CJGG
631,ground,nomark,unk,unk,,tory male,,0,CJGG
412,tree,nobag,3354,a,8.43,none none,,0,CJGG
412,tree,nobag,3355,a,6.64,none none,,0,CJGG
412,tree,nobag,3356,a,5.27,platy,,0,CJGG
412,tree,nobag,3357,a,4.17,none none,,0,CJGG
438,tree,mark,3358,a,8.37,none none,,0,CJGG
